"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","group","ensembl_gene_id","Gene_name"
"ENSG00000108953.17",15875.62,-0.24,0.165,-1.457,0.145,0.997,"insig","ENSG00000108953","YWHAE"
"ENSG00000108958.4",27.912,0.257,0.296,0.867,0.386,1,"insig","ENSG00000108958","unknown"
"ENSG00000108960.9",1750.191,0.481,0.422,1.139,0.255,1,"insig","ENSG00000108960","MMD"
"ENSG00000108961.14",19.037,0.315,0.398,0.791,0.429,1,"insig","ENSG00000108961","RANGRF"
"ENSG00000108963.19",539.741,0.157,0.188,0.834,0.404,1,"insig","ENSG00000108963","DPH1"
"ENSG00000109046.15",4095.174,-0.264,0.228,-1.158,0.247,1,"insig","ENSG00000109046","WSB1"
"ENSG00000109047.8",3.997,1.55,0.741,2.091,0.037,0.776,"insig","ENSG00000109047","RCVRN"
"ENSG00000109061.10",1.061,-0.407,0.991,-0.411,0.681,1,"insig","ENSG00000109061","MYH1"
"ENSG00000109062.12",11049.166,0.181,0.332,0.544,0.586,1,"insig","ENSG00000109062","NHERF1"
"ENSG00000109063.15",115.979,0.859,0.372,2.308,0.021,0.645,"insig","ENSG00000109063","MYH3"
"ENSG00000109065.12",1377.079,-0.108,0.215,-0.502,0.615,1,"insig","ENSG00000109065","NAT9"
"ENSG00000109066.14",1113.265,-0.087,0.207,-0.423,0.673,1,"insig","ENSG00000109066","TMEM104"
"ENSG00000109072.14",89905.19,0.04,0.767,0.053,0.958,1,"insig","ENSG00000109072","VTN"
"ENSG00000109079.10",3199.732,0.093,0.201,0.46,0.645,1,"insig","ENSG00000109079","TNFAIP1"
"ENSG00000109083.14",690.85,-0.211,0.181,-1.164,0.244,1,"insig","ENSG00000109083","IFT20"
"ENSG00000109084.14",2610.66,0.01,0.533,0.019,0.985,1,"insig","ENSG00000109084","TMEM97"
"ENSG00000109089.7",1936.728,0.206,0.489,0.422,0.673,1,"insig","ENSG00000109089","CDR2L"
"ENSG00000109099.16",1020.401,-0.176,0.337,-0.522,0.601,1,"insig","ENSG00000109099","PMP22"
"ENSG00000109101.8",5.283,0.136,0.765,0.178,0.859,1,"insig","ENSG00000109101","FOXN1"
"ENSG00000109103.12",1012.898,-0.11,0.228,-0.481,0.631,1,"insig","ENSG00000109103","UNC119"
"ENSG00000109107.14",1027.496,-0.148,0.599,-0.247,0.805,1,"insig","ENSG00000109107","ALDOC"
"ENSG00000109111.15",5968.678,-0.012,0.135,-0.087,0.93,1,"insig","ENSG00000109111","SUPT6H"
"ENSG00000109113.20",2146.585,0.156,0.54,0.289,0.773,1,"insig","ENSG00000109113","RAB34"
"ENSG00000109118.14",1700.119,0.017,0.179,0.093,0.926,1,"insig","ENSG00000109118","PHF12"
"ENSG00000109132.7",0.395,-1.265,2.557,-0.495,0.621,1,"insig","ENSG00000109132","PHOX2B"
"ENSG00000109158.11",2.065,0.569,0.8,0.712,0.477,1,"insig","ENSG00000109158","GABRA4"
"ENSG00000109163.7",6.613,-0.171,0.452,-0.377,0.706,1,"insig","ENSG00000109163","GNRHR"
"ENSG00000109171.15",1793.737,0.039,0.199,0.197,0.843,1,"insig","ENSG00000109171","SLAIN2"
"ENSG00000109180.15",5597.96,-0.005,0.216,-0.025,0.98,1,"insig","ENSG00000109180","OCIAD1"
"ENSG00000109181.12",9012.277,-0.339,1.41,-0.24,0.81,1,"insig","ENSG00000109181","UGT2B10"
"ENSG00000109182.12",18.81,0.279,1.272,0.219,0.826,1,"insig","ENSG00000109182","CWH43"
"ENSG00000109184.15",1569.436,0.13,0.246,0.527,0.598,1,"insig","ENSG00000109184","DCUN1D4"
"ENSG00000109189.13",471.64,0.123,0.227,0.541,0.589,1,"insig","ENSG00000109189","USP46"
"ENSG00000109193.12",137.374,0.58,1.059,0.547,0.584,1,"insig","ENSG00000109193","SULT1E1"
"ENSG00000109208.5",0,NA,NA,NA,NA,NA,"insig","ENSG00000109208","SMR3A"
"ENSG00000109220.11",599.738,0.053,0.225,0.236,0.814,1,"insig","ENSG00000109220","CHIC2"
"ENSG00000109255.11",18.228,-3.287,0.955,-3.442,0.001,0.127,"insig","ENSG00000109255","NMU"
"ENSG00000109270.13",1309.224,-0.134,0.169,-0.793,0.428,1,"insig","ENSG00000109270","LAMTOR3"
"ENSG00000109272.4",80.709,0.351,0.847,0.415,0.678,1,"insig","ENSG00000109272","PF4V1"
"ENSG00000109321.11",296.084,-0.884,0.621,-1.424,0.155,0.997,"insig","ENSG00000109321","AREG"
"ENSG00000109323.11",1593.784,0.304,0.232,1.311,0.19,1,"insig","ENSG00000109323","MANBA"
"ENSG00000109332.20",8251.197,-0.144,0.195,-0.737,0.461,1,"insig","ENSG00000109332","UBE2D3"
"ENSG00000109339.24",278.836,-0.259,0.392,-0.66,0.51,1,"insig","ENSG00000109339","MAPK10"
"ENSG00000109390.13",1830.318,-0.037,0.266,-0.138,0.89,1,"insig","ENSG00000109390","NDUFC1"
"ENSG00000109424.4",0.571,0.421,1.024,0.411,0.681,1,"insig","ENSG00000109424","UCP1"
"ENSG00000109436.8",1754.057,-0.045,0.268,-0.167,0.868,1,"insig","ENSG00000109436","TBC1D9"
"ENSG00000109445.11",1117.796,-0.246,0.291,-0.845,0.398,1,"insig","ENSG00000109445","ZNF330"
"ENSG00000109466.14",927.359,0.046,0.382,0.119,0.905,1,"insig","ENSG00000109466","KLHL2"
"ENSG00000109471.5",1.993,0.538,0.903,0.596,0.551,1,"insig","ENSG00000109471","IL2"
"ENSG00000109472.14",1718.194,0.26,0.586,0.444,0.657,1,"insig","ENSG00000109472","CPE"
"ENSG00000109511.12",1030.133,-1.766,1.045,-1.69,0.091,0.945,"insig","ENSG00000109511","ANXA10"
"ENSG00000109534.17",608.365,-0.187,0.187,-0.999,0.318,1,"insig","ENSG00000109534","GAR1"
"ENSG00000109576.14",790.021,-0.36,0.753,-0.478,0.633,1,"insig","ENSG00000109576","AADAT"
"ENSG00000109586.12",493.325,-0.73,0.57,-1.28,0.2,1,"insig","ENSG00000109586","GALNT7"
"ENSG00000109606.13",4078.156,0.105,0.156,0.672,0.501,1,"insig","ENSG00000109606","DHX15"
"ENSG00000109610.6",1092.573,1.01,0.416,2.431,0.015,0.533,"insig","ENSG00000109610","SOD3"
"ENSG00000109625.19",4.029,0.001,0.73,0.001,0.999,1,"insig","ENSG00000109625","CPZ"
"ENSG00000109654.16",1188.56,0.178,0.381,0.468,0.64,1,"insig","ENSG00000109654","TRIM2"
"ENSG00000109667.12",405.675,-0.052,0.748,-0.069,0.945,1,"insig","ENSG00000109667","SLC2A9"
"ENSG00000109674.4",38.447,-0.402,0.542,-0.742,0.458,1,"insig","ENSG00000109674","NEIL3"
"ENSG00000109680.11",234.804,-0.025,0.256,-0.096,0.923,1,"insig","ENSG00000109680","TBC1D19"
"ENSG00000109685.19",2309.463,-0.237,0.295,-0.802,0.422,1,"insig","ENSG00000109685","NSD2"
"ENSG00000109705.8",14.834,1.387,0.78,1.778,0.075,0.941,"insig","ENSG00000109705","NKX3-2"
"ENSG00000109736.15",4437.938,0.144,0.417,0.346,0.729,1,"insig","ENSG00000109736","MFSD10"
"ENSG00000109738.11",279.707,0.038,0.532,0.071,0.943,1,"insig","ENSG00000109738","GLRB"
"ENSG00000109743.11",238.278,0.377,0.47,0.801,0.423,1,"insig","ENSG00000109743","BST1"
"ENSG00000109758.9",4916.772,0.183,1.037,0.177,0.86,1,"insig","ENSG00000109758","HGFAC"
"ENSG00000109775.11",499.14,0,0.223,0.001,0.999,1,"insig","ENSG00000109775","UFSP2"
"ENSG00000109787.13",3301.723,-0.176,0.233,-0.758,0.449,1,"insig","ENSG00000109787","KLF3"
"ENSG00000109805.10",289.969,-0.359,0.543,-0.661,0.509,1,"insig","ENSG00000109805","NCAPG"
"ENSG00000109814.12",3493.23,-0.341,0.404,-0.843,0.399,1,"insig","ENSG00000109814","UGDH"
"ENSG00000109819.9",2674.44,-0.344,0.573,-0.602,0.548,1,"insig","ENSG00000109819","PPARGC1A"
"ENSG00000109832.14",12.388,0.555,0.62,0.895,0.371,1,"insig","ENSG00000109832","DDX25"
"ENSG00000109846.9",5257.339,3.608,0.752,4.796,0,0.003,"up","ENSG00000109846","CRYAB"
"ENSG00000109851.7",0.647,-0.315,2.72,-0.116,0.908,1,"insig","ENSG00000109851","DBX1"
"ENSG00000109854.14",2969.203,0.061,0.266,0.229,0.819,1,"insig","ENSG00000109854","HTATIP2"
"ENSG00000109861.17",11458.027,-0.194,0.474,-0.408,0.683,1,"insig","ENSG00000109861","CTSC"
"ENSG00000109881.17",502.151,-0.128,0.322,-0.398,0.691,1,"insig","ENSG00000109881","CCDC34"
"ENSG00000109911.19",388.232,0.006,0.2,0.029,0.977,1,"insig","ENSG00000109911","ELP4"
"ENSG00000109917.11",1638.783,-0.057,0.213,-0.266,0.79,1,"insig","ENSG00000109917","ZPR1"
"ENSG00000109919.10",4637.701,-0.154,0.342,-0.451,0.652,1,"insig","ENSG00000109919","MTCH2"
"ENSG00000109920.13",2191.451,0.212,0.181,1.173,0.241,1,"insig","ENSG00000109920","FNBP4"
"ENSG00000109927.11",53.232,0.423,0.36,1.175,0.24,1,"insig","ENSG00000109927","TECTA"
"ENSG00000109929.10",4299.019,-0.028,0.662,-0.042,0.966,1,"insig","ENSG00000109929","SC5D"
"ENSG00000109943.9",37.387,0.114,0.533,0.213,0.831,1,"insig","ENSG00000109943","CRTAM"
"ENSG00000109944.11",215.781,-0.238,0.453,-0.526,0.599,1,"insig","ENSG00000109944","JHY"
"ENSG00000109956.13",502.406,0.583,0.622,0.938,0.348,1,"insig","ENSG00000109956","B3GAT1"
"ENSG00000109971.14",36931.541,-0.234,0.245,-0.958,0.338,1,"insig","ENSG00000109971","HSPA8"
"ENSG00000110002.16",812.943,-0.481,0.403,-1.195,0.232,1,"insig","ENSG00000110002","VWA5A"
"ENSG00000110013.13",1954.802,-0.205,0.327,-0.626,0.531,1,"insig","ENSG00000110013","SIAE"
"ENSG00000110025.13",27.224,0.602,0.394,1.527,0.127,0.974,"insig","ENSG00000110025","SNX15"
"ENSG00000110031.13",701.383,0.103,0.383,0.268,0.789,1,"insig","ENSG00000110031","LPXN"
"ENSG00000110042.8",1402.311,-0.461,0.312,-1.474,0.14,0.997,"insig","ENSG00000110042","DTX4"
"ENSG00000110047.18",3017.512,-0.006,0.279,-0.022,0.983,1,"insig","ENSG00000110047","EHD1"
"ENSG00000110048.12",3942.707,0,0.237,0.001,0.999,1,"insig","ENSG00000110048","OSBP"
"ENSG00000110060.9",648.607,0.076,0.279,0.272,0.786,1,"insig","ENSG00000110060","PUS3"
"ENSG00000110063.10",2222.535,-0.161,0.413,-0.39,0.697,1,"insig","ENSG00000110063","DCPS"
"ENSG00000110075.15",3701.217,-0.33,0.201,-1.645,0.1,0.945,"insig","ENSG00000110075","PPP6R3"
"ENSG00000110080.20",1097.783,0.403,0.372,1.085,0.278,1,"insig","ENSG00000110080","ST3GAL4"
"ENSG00000110090.13",7512.019,0.17,0.318,0.535,0.593,1,"insig","ENSG00000110090","CPT1A"
"ENSG00000110092.4",13507.587,0.325,0.502,0.647,0.518,1,"insig","ENSG00000110092","CCND1"
"ENSG00000110104.13",547.713,-0.209,0.23,-0.908,0.364,1,"insig","ENSG00000110104","CCDC86"
"ENSG00000110107.9",4914.575,-0.139,0.176,-0.791,0.429,1,"insig","ENSG00000110107","PRPF19"
"ENSG00000110108.10",5536.442,-0.1,0.261,-0.385,0.7,1,"insig","ENSG00000110108","TMEM109"
"ENSG00000110148.10",1.135,-1.069,1.059,-1.01,0.313,1,"insig","ENSG00000110148","CCKBR"
"ENSG00000110172.12",731.091,-0.355,0.207,-1.71,0.087,0.945,"insig","ENSG00000110172","CHORDC1"
"ENSG00000110195.14",480.618,-1.341,0.88,-1.523,0.128,0.976,"insig","ENSG00000110195","FOLR1"
"ENSG00000110218.9",829.241,0.005,0.253,0.021,0.983,1,"insig","ENSG00000110218","PANX1"
"ENSG00000110237.5",1937.098,0.145,0.277,0.522,0.602,1,"insig","ENSG00000110237","ARHGEF17"
"ENSG00000110243.12",7234.542,-0.064,1.461,-0.044,0.965,1,"insig","ENSG00000110243","APOA5"
"ENSG00000110244.7",113.939,-1.243,1.244,-0.999,0.318,1,"insig","ENSG00000110244","APOA4"
"ENSG00000110245.12",97864.428,-0.292,1.396,-0.209,0.834,1,"insig","ENSG00000110245","APOC3"
"ENSG00000110274.16",1158.843,0.322,0.178,1.81,0.07,0.922,"insig","ENSG00000110274","CEP164"
"ENSG00000110315.7",1407.99,-0.286,0.168,-1.706,0.088,0.945,"insig","ENSG00000110315","RNF141"
"ENSG00000110318.15",142.199,-0.205,0.466,-0.44,0.66,1,"insig","ENSG00000110318","CEP126"
"ENSG00000110321.19",25029.282,-0.141,0.168,-0.842,0.4,1,"insig","ENSG00000110321","EIF4G2"
"ENSG00000110328.6",2128.068,0.292,0.43,0.679,0.497,1,"insig","ENSG00000110328","GALNT18"
"ENSG00000110344.10",947.875,-0.064,0.325,-0.196,0.844,1,"insig","ENSG00000110344","UBE4A"
"ENSG00000110375.3",7.557,0.618,0.665,0.929,0.353,1,"insig","ENSG00000110375","UPK2"
"ENSG00000110400.11",1628.026,0.72,0.469,1.535,0.125,0.972,"insig","ENSG00000110400","NECTIN1"
"ENSG00000110422.12",3351.69,0.075,0.218,0.346,0.729,1,"insig","ENSG00000110422","HIPK3"
"ENSG00000110427.17",233.204,-1.279,0.664,-1.927,0.054,0.864,"insig","ENSG00000110427","KIAA1549L"
"ENSG00000110429.14",2006.285,0.123,0.21,0.586,0.558,1,"insig","ENSG00000110429","FBXO3"
"ENSG00000110436.13",946.858,0.505,1.079,0.468,0.64,1,"insig","ENSG00000110436","SLC1A2"
"ENSG00000110442.12",1339.362,-0.19,0.177,-1.073,0.283,1,"insig","ENSG00000110442","COMMD9"
"ENSG00000110448.11",144.171,-0.02,0.467,-0.043,0.966,1,"insig","ENSG00000110448","CD5"
"ENSG00000110455.14",786.374,-0.024,0.255,-0.094,0.925,1,"insig","ENSG00000110455","ACCS"
"ENSG00000110484.7",0.43,1.335,1.593,0.838,0.402,1,"insig","ENSG00000110484","SCGB2A2"
"ENSG00000110536.14",55.23,-0.19,0.228,-0.833,0.405,1,"insig","ENSG00000110536","PTPMT1"
"ENSG00000110583.13",983.952,0.11,0.27,0.408,0.683,1,"insig","ENSG00000110583","NAA40"
"ENSG00000110619.18",1936.822,-0.116,0.196,-0.588,0.556,1,"insig","ENSG00000110619","CARS1"
"ENSG00000110628.16",2687.533,0.275,0.352,0.781,0.435,1,"insig","ENSG00000110628","SLC22A18"
"ENSG00000110660.15",576.261,0.264,0.593,0.444,0.657,1,"insig","ENSG00000110660","SLC35F2"
"ENSG00000110665.12",57.661,0.596,0.563,1.059,0.29,1,"insig","ENSG00000110665","C11orf21"
"ENSG00000110675.13",3.88,0.461,0.719,0.641,0.521,1,"insig","ENSG00000110675","ELMOD1"
"ENSG00000110696.10",4981.933,-0.08,0.119,-0.671,0.502,1,"insig","ENSG00000110696","C11orf58"
"ENSG00000110697.13",2071.011,-0.461,0.329,-1.404,0.16,0.998,"insig","ENSG00000110697","PITPNM1"
"ENSG00000110700.7",13425.572,0.15,0.236,0.635,0.526,1,"insig","ENSG00000110700","RPS13"
"ENSG00000110717.13",3791.899,-0.31,0.296,-1.045,0.296,1,"insig","ENSG00000110717","NDUFS8"
"ENSG00000110721.12",1026.959,-0.29,0.315,-0.921,0.357,1,"insig","ENSG00000110721","CHKA"
"ENSG00000110723.12",402.292,-0.256,0.47,-0.545,0.586,1,"insig","ENSG00000110723","EXPH5"
"ENSG00000110756.18",1145.232,-0.384,0.37,-1.039,0.299,1,"insig","ENSG00000110756","HPS5"
"ENSG00000110768.12",1271.285,-0.195,0.128,-1.521,0.128,0.976,"insig","ENSG00000110768","GTF2H1"
"ENSG00000110777.12",170.998,0.759,0.717,1.059,0.29,1,"insig","ENSG00000110777","POU2AF1"
"ENSG00000110786.18",6.714,-0.624,0.53,-1.178,0.239,1,"insig","ENSG00000110786","PTPN5"
"ENSG00000110799.14",2735.913,1.349,0.567,2.378,0.017,0.577,"insig","ENSG00000110799","VWF"
"ENSG00000110801.14",130.077,0.167,0.201,0.833,0.405,1,"insig","ENSG00000110801","PSMD9"
"ENSG00000110811.20",549.677,-0.435,0.47,-0.926,0.354,1,"insig","ENSG00000110811","P3H3"
"ENSG00000110841.14",2750.53,0.052,0.242,0.213,0.831,1,"insig","ENSG00000110841","PPFIBP1"
"ENSG00000110844.14",307.04,0.308,0.267,1.152,0.249,1,"insig","ENSG00000110844","PRPF40B"
"ENSG00000110848.8",207.934,0.726,0.531,1.367,0.171,1,"insig","ENSG00000110848","CD69"
"ENSG00000110851.12",1144.963,0.055,0.238,0.232,0.816,1,"insig","ENSG00000110851","PRDM4"
"ENSG00000110871.15",1348.413,-0.038,0.267,-0.143,0.886,1,"insig","ENSG00000110871","COQ5"
"ENSG00000110876.10",698.209,-0.158,0.47,-0.336,0.737,1,"insig","ENSG00000110876","SELPLG"
"ENSG00000110880.11",4857.717,-0.049,0.229,-0.213,0.831,1,"insig","ENSG00000110880","CORO1C"
"ENSG00000110881.12",128.242,0.652,0.546,1.195,0.232,1,"insig","ENSG00000110881","ASIC1"
"ENSG00000110887.8",1663.043,-0.446,1.265,-0.352,0.725,1,"insig","ENSG00000110887","DAO"
"ENSG00000110900.16",123.472,-0.202,0.567,-0.356,0.722,1,"insig","ENSG00000110900","TSPAN11"
"ENSG00000110906.13",2125.576,0.186,0.211,0.881,0.378,1,"insig","ENSG00000110906","KCTD10"
"ENSG00000110917.8",7041.064,-0.162,0.216,-0.751,0.453,1,"insig","ENSG00000110917","MLEC"
"ENSG00000110921.14",1858.812,0.343,0.453,0.757,0.449,1,"insig","ENSG00000110921","MVK"
"ENSG00000110925.7",1055.462,0.138,0.205,0.674,0.5,1,"insig","ENSG00000110925","CSRNP2"
"ENSG00000110931.19",2798.406,0.079,0.189,0.416,0.677,1,"insig","ENSG00000110931","CAMKK2"
"ENSG00000110934.13",233.105,-0.226,0.388,-0.582,0.561,1,"insig","ENSG00000110934","BIN2"
"ENSG00000110944.9",119.348,0.489,0.516,0.948,0.343,1,"insig","ENSG00000110944","IL23A"
"ENSG00000110955.9",27293.103,-0.135,0.277,-0.486,0.627,1,"insig","ENSG00000110955","ATP5F1B"
"ENSG00000110958.16",10267.129,0.022,0.114,0.191,0.849,1,"insig","ENSG00000110958","PTGES3"
"ENSG00000110975.8",3.973,0.3,1.1,0.273,0.785,1,"insig","ENSG00000110975","SYT10"
"ENSG00000110987.9",1361.463,0.36,0.305,1.181,0.238,1,"insig","ENSG00000110987","BCL7A"
"ENSG00000111011.18",2572.148,0.097,0.115,0.841,0.4,1,"insig","ENSG00000111011","RSRC2"
"ENSG00000111046.4",0.423,0.17,1.545,0.11,0.913,1,"insig","ENSG00000111046","MYF6"
"ENSG00000111049.4",0.241,1.117,3.656,0.306,0.76,1,"insig","ENSG00000111049","MYF5"
"ENSG00000111057.11",58997.693,-0.515,0.428,-1.204,0.229,1,"insig","ENSG00000111057","KRT18"
"ENSG00000111058.8",1539.231,-0.474,0.791,-0.599,0.549,1,"insig","ENSG00000111058","ACSS3"
"ENSG00000111077.18",4290.217,0.363,0.34,1.067,0.286,1,"insig","ENSG00000111077","TNS2"
"ENSG00000111087.10",84.893,-0.042,0.471,-0.09,0.928,1,"insig","ENSG00000111087","GLI1"
"ENSG00000111110.12",1428.491,-0.114,0.376,-0.304,0.761,1,"insig","ENSG00000111110","PPM1H"
"ENSG00000111142.14",3176.622,-0.142,0.207,-0.684,0.494,1,"insig","ENSG00000111142","METAP2"
"ENSG00000111144.10",3066.678,0.102,0.224,0.454,0.65,1,"insig","ENSG00000111144","LTA4H"
"ENSG00000111145.8",1425.72,-0.266,0.294,-0.903,0.367,1,"insig","ENSG00000111145","ELK3"
"ENSG00000111186.13",476.698,-0.439,0.708,-0.619,0.536,1,"insig","ENSG00000111186","WNT5B"
"ENSG00000111196.10",603.322,-0.008,0.215,-0.036,0.971,1,"insig","ENSG00000111196","MAGOHB"
"ENSG00000111199.12",1587.225,0.268,0.59,0.454,0.65,1,"insig","ENSG00000111199","TRPV4"
"ENSG00000111203.13",870.68,0.234,0.221,1.058,0.29,1,"insig","ENSG00000111203","ITFG2"
"ENSG00000111206.13",807.901,-0.395,0.536,-0.737,0.461,1,"insig","ENSG00000111206","FOXM1"
"ENSG00000111215.12",13.015,0.56,0.352,1.592,0.111,0.954,"insig","ENSG00000111215","PRR4"
"ENSG00000111218.12",0.846,1.888,1.038,1.818,0.069,0.919,"insig","ENSG00000111218","PRMT8"
"ENSG00000111224.14",319.126,-0.009,0.24,-0.038,0.97,1,"insig","ENSG00000111224","PARP11"
"ENSG00000111229.16",5513.81,-0.072,0.212,-0.339,0.735,1,"insig","ENSG00000111229","ARPC3"
"ENSG00000111231.9",716.751,-0.123,0.217,-0.567,0.571,1,"insig","ENSG00000111231","GPN3"
"ENSG00000111237.19",1927.526,-0.12,0.175,-0.687,0.492,1,"insig","ENSG00000111237","VPS29"
"ENSG00000111245.17",1.016,0.589,0.97,0.607,0.544,1,"insig","ENSG00000111245","MYL2"
"ENSG00000111247.15",218.909,-0.258,0.455,-0.567,0.57,1,"insig","ENSG00000111247","RAD51AP1"
"ENSG00000111249.14",752.833,2.386,0.904,2.639,0.008,0.397,"insig","ENSG00000111249","CUX2"
"ENSG00000111252.11",1378.346,-0.376,0.333,-1.129,0.259,1,"insig","ENSG00000111252","SH2B3"
"ENSG00000111254.8",34.327,0.256,0.479,0.535,0.593,1,"insig","ENSG00000111254","AKAP3"
"ENSG00000111261.14",1750.793,0.474,0.412,1.149,0.251,1,"insig","ENSG00000111261","MANSC1"
"ENSG00000111262.6",0.713,0.325,1.137,0.286,0.775,1,"insig","ENSG00000111262","KCNA1"
"ENSG00000111266.9",4355.066,-0.142,0.315,-0.452,0.651,1,"insig","ENSG00000111266","DUSP16"
"ENSG00000111269.3",3308.96,0.14,0.178,0.785,0.432,1,"insig","ENSG00000111269","CREBL2"
"ENSG00000111271.15",2063.11,0.01,0.285,0.036,0.971,1,"insig","ENSG00000111271","ACAD10"
"ENSG00000111275.13",29404.62,-0.176,0.733,-0.24,0.811,1,"insig","ENSG00000111275","ALDH2"
"ENSG00000111300.10",841.311,-0.018,0.176,-0.105,0.917,1,"insig","ENSG00000111300","NAA25"
"ENSG00000111305.19",2.456,0.861,1.031,0.835,0.404,1,"insig","ENSG00000111305","GSG1"
"ENSG00000111319.13",2708.312,-0.634,0.726,-0.873,0.383,1,"insig","ENSG00000111319","SCNN1A"
"ENSG00000111321.11",7159.234,0.292,0.213,1.369,0.171,1,"insig","ENSG00000111321","LTBR"
"ENSG00000111325.16",15.575,0.418,0.337,1.241,0.215,1,"insig","ENSG00000111325","OGFOD2"
"ENSG00000111328.7",3422.949,-0.089,0.288,-0.311,0.756,1,"insig","ENSG00000111328","CDK2AP1"
"ENSG00000111339.12",1458.708,-0.077,0.57,-0.135,0.893,1,"insig","ENSG00000111339","ART4"
"ENSG00000111341.10",3204.285,0.42,0.502,0.835,0.404,1,"insig","ENSG00000111341","MGP"
"ENSG00000111348.9",3046.391,-0.341,0.286,-1.194,0.232,1,"insig","ENSG00000111348","ARHGDIB"
"ENSG00000111358.14",949.377,-0.09,0.172,-0.525,0.599,1,"insig","ENSG00000111358","GTF2H3"
"ENSG00000111361.13",1891.354,0.008,0.139,0.058,0.953,1,"insig","ENSG00000111361","EIF2B1"
"ENSG00000111364.16",697.076,0.048,0.161,0.3,0.764,1,"insig","ENSG00000111364","DDX55"
"ENSG00000111371.16",7110.691,0.53,0.469,1.129,0.259,1,"insig","ENSG00000111371","SLC38A1"
"ENSG00000111404.7",35.737,0.513,0.632,0.812,0.417,1,"insig","ENSG00000111404","RERGL"
"ENSG00000111405.9",4.44,1.367,0.579,2.362,0.018,0.596,"insig","ENSG00000111405","ENDOU"
"ENSG00000111412.6",2477.25,0.606,0.428,1.417,0.157,0.997,"insig","ENSG00000111412","SPRING1"
"ENSG00000111424.12",400.161,0.216,0.508,0.425,0.671,1,"insig","ENSG00000111424","VDR"
"ENSG00000111445.14",584.562,-0.084,0.184,-0.456,0.649,1,"insig","ENSG00000111445","RFC5"
"ENSG00000111452.13",246.931,-0.529,0.527,-1.004,0.316,1,"insig","ENSG00000111452","ADGRD1"
"ENSG00000111481.10",7180.069,-0.154,0.198,-0.781,0.435,1,"insig","ENSG00000111481","COPZ1"
"ENSG00000111490.15",135.337,-0.35,0.477,-0.735,0.463,1,"insig","ENSG00000111490","TBC1D30"
"ENSG00000111530.13",3740.494,0.196,0.141,1.392,0.164,1,"insig","ENSG00000111530","CAND1"
"ENSG00000111536.5",1.693,-0.317,1.347,-0.235,0.814,1,"insig","ENSG00000111536","IL26"
"ENSG00000111537.5",9.276,-0.858,0.763,-1.124,0.261,1,"insig","ENSG00000111537","IFNG"
"ENSG00000111540.16",7105.043,0.132,0.114,1.159,0.247,1,"insig","ENSG00000111540","RAB5B"
"ENSG00000111581.10",1284.255,0.111,0.163,0.68,0.497,1,"insig","ENSG00000111581","NUP107"
"ENSG00000111596.14",2490.215,0.182,0.105,1.743,0.081,0.945,"insig","ENSG00000111596","CNOT2"
"ENSG00000111602.12",1525.067,0.146,0.208,0.701,0.483,1,"insig","ENSG00000111602","TIMELESS"
"ENSG00000111605.18",2440.561,0.111,0.143,0.776,0.438,1,"insig","ENSG00000111605","CPSF6"
"ENSG00000111615.14",1080.26,0.177,0.117,1.522,0.128,0.976,"insig","ENSG00000111615","KRR1"
"ENSG00000111639.8",3223.656,0.165,0.197,0.839,0.401,1,"insig","ENSG00000111639","MRPL51"
"ENSG00000111640.15",46297.125,-0.011,0.225,-0.05,0.96,1,"insig","ENSG00000111640","GAPDH"
"ENSG00000111642.16",1364.704,0.204,0.26,0.783,0.433,1,"insig","ENSG00000111642","CHD4"
"ENSG00000111644.8",123.376,0.091,0.461,0.196,0.844,1,"insig","ENSG00000111644","ACRBP"
"ENSG00000111647.13",986.005,0.112,0.316,0.356,0.722,1,"insig","ENSG00000111647","BLTP3B"
"ENSG00000111652.10",3004.335,0.034,0.159,0.216,0.829,1,"insig","ENSG00000111652","COPS7A"
"ENSG00000111653.20",1405.136,0.202,0.204,0.994,0.32,1,"insig","ENSG00000111653","ING4"
"ENSG00000111664.11",16.991,0.514,0.451,1.138,0.255,1,"insig","ENSG00000111664","GNB3"
"ENSG00000111665.12",319.856,-0.344,0.534,-0.644,0.519,1,"insig","ENSG00000111665","CDCA3"
"ENSG00000111666.11",2304.383,-0.299,0.477,-0.626,0.531,1,"insig","ENSG00000111666","CHPT1"
"ENSG00000111667.14",4033.019,0.194,0.148,1.309,0.19,1,"insig","ENSG00000111667","USP5"
"ENSG00000111669.15",17983.156,-0.039,0.196,-0.201,0.84,1,"insig","ENSG00000111669","TPI1"
"ENSG00000111670.16",1555.792,0.232,0.239,0.969,0.333,1,"insig","ENSG00000111670","GNPTAB"
"ENSG00000111671.10",513.012,0.078,0.358,0.218,0.827,1,"insig","ENSG00000111671","SPSB2"
"ENSG00000111674.9",1170.146,-0.122,0.603,-0.202,0.84,1,"insig","ENSG00000111674","ENO2"
"ENSG00000111676.15",6307.707,0.331,0.253,1.309,0.191,1,"insig","ENSG00000111676","ATN1"
"ENSG00000111678.11",957.735,0.68,0.319,2.127,0.033,0.755,"insig","ENSG00000111678","C12orf57"
"ENSG00000111679.17",2056.192,0.12,0.142,0.848,0.397,1,"insig","ENSG00000111679","PTPN6"
